文盲或半文盲	瘫痪	普通劳动力	未参	未脱贫	2010
小学及以上	瘫痪	丧失劳动力	未参	未脱贫	2014
文盲或半文盲	健康	无劳动力	参	未脱贫	2016
小学及以上	健康	普通劳动力	参	未脱贫	2010
文盲或半文盲	健康	丧失劳动力	未参	未脱贫	2018
小学及以上	健康	无劳动力	未参	未脱贫	2012
文盲或半文盲	健康	丧失劳动力	未参	未脱贫	2014
文盲或半文盲	慢性病	无劳动力	未参	未脱贫	2014
文盲或半文盲	慢性病	丧失劳动力	未参	未脱贫	2020
文盲或半文盲	瘫痪	丧失劳动力	参	未脱贫	2018
小学及以上	瘫痪	丧失劳动力	未参	未脱贫	2014
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2012
小学及以上	瘫痪	丧失劳动力	参	已脱贫	2020
小学及以上	残疾	无劳动力	未参	已脱贫	2012
文盲或半文盲	健康	无劳动力	未参	未脱贫	2012
文盲或半文盲	慢性病	丧失劳动力	参	未脱贫	2015
文盲或半文盲	残疾	普通劳动力	未参	未脱贫	2015
小学及以上	健康	无劳动力	未参	未脱贫	2010
文盲或半文盲	慢性病	普通劳动力	参	已脱贫	2018
文盲或半文盲	瘫痪	普通劳动力	参	已脱贫	2020
文盲或半文盲	残疾	普通劳动力	未参	已脱贫	2015
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2020
文盲或半文盲	健康	普通劳动力	未参	未脱贫	2012
小学及以上	残疾	无劳动力	未参	已脱贫	2016
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2013
小学及以上	健康	普通劳动力	未参	已脱贫	2010
小学及以上	残疾	无劳动力	未参	已脱贫	2015
小学及以上	健康	普通劳动力	参	已脱贫	2016
文盲或半文盲	瘫痪	普通劳动力	未参	未脱贫	2016
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2020
文盲或半文盲	残疾	丧失劳动力	未参	已脱贫	2015
小学及以上	瘫痪	丧失劳动力	参	未脱贫	2020
小学及以上	健康	无劳动力	参	未脱贫	2010
文盲或半文盲	健康	丧失劳动力	参	未脱贫	2013
文盲或半文盲	健康	无劳动力	未参	未脱贫	2018
文盲或半文盲	慢性病	丧失劳动力	参	已脱贫	2015
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2010
文盲或半文盲	残疾	丧失劳动力	未参	已脱贫	2020
文盲或半文盲	残疾	普通劳动力	未参	已脱贫	2012
小学及以上	慢性病	无劳动力	未参	未脱贫	2011
文盲或半文盲	瘫痪	普通劳动力	参	已脱贫	2013
文盲或半文盲	慢性病	普通劳动力	参	未脱贫	2012
文盲或半文盲	瘫痪	普通劳动力	未参	未脱贫	2014
文盲或半文盲	慢性病	普通劳动力	未参	未脱贫	2015
小学及以上	慢性病	丧失劳动力	参	已脱贫	2012
文盲或半文盲	瘫痪	无劳动力	参	未脱贫	2011
小学及以上	健康	丧失劳动力	参	已脱贫	2011
小学及以上	健康	丧失劳动力	未参	已脱贫	2018
小学及以上	残疾	无劳动力	未参	已脱贫	2015
文盲或半文盲	慢性病	无劳动力	参	未脱贫	2020
文盲或半文盲	残疾	无劳动力	未参	未脱贫	2018
文盲或半文盲	健康	丧失劳动力	未参	已脱贫	2015
小学及以上	健康	丧失劳动力	参	未脱贫	2010
小学及以上	残疾	无劳动力	参	已脱贫	2019
文盲或半文盲	瘫痪	普通劳动力	参	未脱贫	2014
文盲或半文盲	健康	丧失劳动力	参	未脱贫	2010
小学及以上	健康	无劳动力	未参	未脱贫	2013
小学及以上	残疾	丧失劳动力	参	未脱贫	2010
小学及以上	健康	无劳动力	参	未脱贫	2011
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2011
文盲或半文盲	瘫痪	普通劳动力	参	已脱贫	2016
文盲或半文盲	健康	普通劳动力	参	已脱贫	2018
小学及以上	残疾	普通劳动力	未参	未脱贫	2016
文盲或半文盲	健康	普通劳动力	参	已脱贫	2011
文盲或半文盲	瘫痪	丧失劳动力	参	已脱贫	2015
文盲或半文盲	慢性病	普通劳动力	未参	已脱贫	2013
小学及以上	慢性病	丧失劳动力	参	已脱贫	2019
文盲或半文盲	健康	丧失劳动力	未参	未脱贫	2017
文盲或半文盲	慢性病	普通劳动力	参	已脱贫	2015
文盲或半文盲	健康	丧失劳动力	参	已脱贫	2011
小学及以上	健康	普通劳动力	参	已脱贫	2010
文盲或半文盲	健康	丧失劳动力	参	未脱贫	2013
小学及以上	健康	丧失劳动力	未参	未脱贫	2018
文盲或半文盲	健康	无劳动力	未参	已脱贫	2014
小学及以上	瘫痪	丧失劳动力	参	未脱贫	2016
小学及以上	残疾	丧失劳动力	参	未脱贫	2015
小学及以上	健康	无劳动力	未参	已脱贫	2011
文盲或半文盲	慢性病	无劳动力	参	已脱贫	2010
小学及以上	健康	无劳动力	未参	未脱贫	2014
小学及以上	慢性病	无劳动力	未参	已脱贫	2011
文盲或半文盲	健康	普通劳动力	参	未脱贫	2020
文盲或半文盲	慢性病	无劳动力	参	未脱贫	2010
小学及以上	残疾	无劳动力	参	未脱贫	2014
文盲或半文盲	慢性病	无劳动力	参	已脱贫	2010
小学及以上	残疾	丧失劳动力	参	未脱贫	2013
文盲或半文盲	残疾	无劳动力	参	未脱贫	2017
小学及以上	健康	丧失劳动力	参	未脱贫	2019
文盲或半文盲	残疾	普通劳动力	参	已脱贫	2010
文盲或半文盲	慢性病	丧失劳动力	未参	未脱贫	2016
小学及以上	慢性病	普通劳动力	参	未脱贫	2012
小学及以上	健康	普通劳动力	未参	已脱贫	2017
文盲或半文盲	慢性病	普通劳动力	参	已脱贫	2018
文盲或半文盲	瘫痪	无劳动力	未参	未脱贫	2014
小学及以上	健康	无劳动力	未参	已脱贫	2014
文盲或半文盲	慢性病	普通劳动力	未参	未脱贫	2020
小学及以上	残疾	普通劳动力	未参	未脱贫	2012
小学及以上	残疾	无劳动力	未参	已脱贫	2018
小学及以上	瘫痪	丧失劳动力	参	已脱贫	2018
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2018
小学及以上	瘫痪	丧失劳动力	参	已脱贫	2014
文盲或半文盲	瘫痪	普通劳动力	未参	未脱贫	2012
文盲或半文盲	瘫痪	丧失劳动力	参	已脱贫	2017
小学及以上	健康	丧失劳动力	未参	未脱贫	2012
小学及以上	健康	丧失劳动力	参	未脱贫	2018
小学及以上	残疾	丧失劳动力	参	已脱贫	2015
小学及以上	瘫痪	普通劳动力	参	已脱贫	2013
文盲或半文盲	慢性病	无劳动力	参	未脱贫	2012
小学及以上	慢性病	丧失劳动力	参	未脱贫	2014
小学及以上	残疾	丧失劳动力	未参	已脱贫	2014
文盲或半文盲	健康	丧失劳动力	未参	已脱贫	2011
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2013
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2014
小学及以上	慢性病	无劳动力	未参	已脱贫	2020
小学及以上	健康	丧失劳动力	参	未脱贫	2012
小学及以上	健康	普通劳动力	未参	未脱贫	2015
小学及以上	慢性病	丧失劳动力	参	未脱贫	2016
小学及以上	残疾	普通劳动力	参	未脱贫	2016
文盲或半文盲	慢性病	无劳动力	未参	未脱贫	2015
文盲或半文盲	慢性病	普通劳动力	参	已脱贫	2018
文盲或半文盲	健康	普通劳动力	未参	已脱贫	2010
文盲或半文盲	瘫痪	无劳动力	参	已脱贫	2017
小学及以上	健康	丧失劳动力	参	未脱贫	2017
小学及以上	慢性病	无劳动力	未参	已脱贫	2011
文盲或半文盲	健康	普通劳动力	未参	已脱贫	2010
文盲或半文盲	残疾	无劳动力	参	已脱贫	2017
文盲或半文盲	瘫痪	无劳动力	未参	已脱贫	2016
小学及以上	慢性病	丧失劳动力	未参	已脱贫	2015
文盲或半文盲	慢性病	无劳动力	参	已脱贫	2012
小学及以上	残疾	丧失劳动力	参	未脱贫	2019
小学及以上	瘫痪	普通劳动力	未参	未脱贫	2010
文盲或半文盲	慢性病	普通劳动力	未参	未脱贫	2018
文盲或半文盲	瘫痪	普通劳动力	未参	未脱贫	2016
小学及以上	健康	丧失劳动力	未参	未脱贫	2014
小学及以上	残疾	丧失劳动力	未参	已脱贫	2020
小学及以上	残疾	普通劳动力	参	未脱贫	2016
小学及以上	慢性病	无劳动力	参	已脱贫	2011
小学及以上	慢性病	无劳动力	参	未脱贫	2015
文盲或半文盲	瘫痪	无劳动力	未参	已脱贫	2019
小学及以上	健康	丧失劳动力	未参	已脱贫	2016
小学及以上	健康	无劳动力	未参	已脱贫	2018
小学及以上	残疾	无劳动力	参	已脱贫	2017
文盲或半文盲	慢性病	无劳动力	参	未脱贫	2016
小学及以上	慢性病	丧失劳动力	参	未脱贫	2012
小学及以上	瘫痪	普通劳动力	未参	未脱贫	2010
小学及以上	慢性病	无劳动力	参	已脱贫	2019
小学及以上	残疾	普通劳动力	未参	已脱贫	2017
小学及以上	残疾	无劳动力	未参	已脱贫	2018
小学及以上	残疾	无劳动力	参	已脱贫	2018
文盲或半文盲	残疾	无劳动力	未参	已脱贫	2014
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2019
小学及以上	慢性病	普通劳动力	参	已脱贫	2020
小学及以上	瘫痪	丧失劳动力	未参	已脱贫	2020
小学及以上	健康	丧失劳动力	参	已脱贫	2014
小学及以上	残疾	丧失劳动力	参	未脱贫	2019
文盲或半文盲	瘫痪	无劳动力	未参	未脱贫	2015
文盲或半文盲	慢性病	无劳动力	参	未脱贫	2011
小学及以上	健康	无劳动力	未参	已脱贫	2019
文盲或半文盲	残疾	无劳动力	参	已脱贫	2019
文盲或半文盲	慢性病	丧失劳动力	未参	已脱贫	2015
小学及以上	瘫痪	普通劳动力	未参	未脱贫	2020
小学及以上	慢性病	无劳动力	未参	未脱贫	2011
文盲或半文盲	瘫痪	无劳动力	未参	未脱贫	2015
文盲或半文盲	瘫痪	普通劳动力	参	未脱贫	2017
小学及以上	瘫痪	无劳动力	参	已脱贫	2011
小学及以上	慢性病	无劳动力	参	未脱贫	2019
文盲或半文盲	残疾	丧失劳动力	参	已脱贫	2015
小学及以上	瘫痪	无劳动力	未参	未脱贫	2012
小学及以上	健康	无劳动力	未参	未脱贫	2015
文盲或半文盲	健康	普通劳动力	参	未脱贫	2011
小学及以上	残疾	普通劳动力	参	未脱贫	2012
小学及以上	残疾	丧失劳动力	参	已脱贫	2014
小学及以上	残疾	丧失劳动力	参	未脱贫	2014
文盲或半文盲	瘫痪	无劳动力	未参	未脱贫	2013
文盲或半文盲	健康	普通劳动力	参	未脱贫	2012
文盲或半文盲	健康	普通劳动力	未参	未脱贫	2017
文盲或半文盲	瘫痪	无劳动力	参	未脱贫	2017
小学及以上	瘫痪	无劳动力	未参	已脱贫	2015
小学及以上	瘫痪	普通劳动力	参	未脱贫	2013
文盲或半文盲	残疾	普通劳动力	参	已脱贫	2015
文盲或半文盲	瘫痪	丧失劳动力	参	已脱贫	2017
小学及以上	慢性病	丧失劳动力	未参	未脱贫	2012
小学及以上	健康	丧失劳动力	参	未脱贫	2013
文盲或半文盲	残疾	丧失劳动力	参	已脱贫	2020
小学及以上	残疾	普通劳动力	未参	未脱贫	2014
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2018
文盲或半文盲	健康	无劳动力	参	已脱贫	2017
文盲或半文盲	残疾	丧失劳动力	参	未脱贫	2018
文盲或半文盲	健康	无劳动力	参	未脱贫	2013
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2020
小学及以上	健康	丧失劳动力	未参	已脱贫	2016
文盲或半文盲	残疾	丧失劳动力	未参	未脱贫	2016
文盲或半文盲	残疾	丧失劳动力	参	未脱贫	2014
小学及以上	瘫痪	丧失劳动力	未参	已脱贫	2010
小学及以上	残疾	丧失劳动力	参	已脱贫	2013
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2020
小学及以上	瘫痪	普通劳动力	未参	未脱贫	2012
文盲或半文盲	残疾	无劳动力	未参	已脱贫	2010
文盲或半文盲	瘫痪	丧失劳动力	未参	未脱贫	2013
小学及以上	瘫痪	无劳动力	未参	未脱贫	2012
小学及以上	瘫痪	丧失劳动力	参	未脱贫	2017
文盲或半文盲	残疾	普通劳动力	参	已脱贫	2014
文盲或半文盲	残疾	无劳动力	参	已脱贫	2012
小学及以上	健康	普通劳动力	未参	未脱贫	2013
小学及以上	瘫痪	丧失劳动力	未参	已脱贫	2017
文盲或半文盲	残疾	丧失劳动力	参	已脱贫	2016
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2010
文盲或半文盲	慢性病	丧失劳动力	未参	已脱贫	2014
文盲或半文盲	健康	普通劳动力	未参	已脱贫	2015
文盲或半文盲	慢性病	无劳动力	参	已脱贫	2013
小学及以上	瘫痪	丧失劳动力	参	已脱贫	2014
文盲或半文盲	慢性病	无劳动力	参	已脱贫	2012
文盲或半文盲	慢性病	无劳动力	未参	已脱贫	2012
文盲或半文盲	健康	无劳动力	未参	已脱贫	2015
文盲或半文盲	瘫痪	丧失劳动力	未参	未脱贫	2013
文盲或半文盲	慢性病	丧失劳动力	参	已脱贫	2013
小学及以上	慢性病	无劳动力	未参	已脱贫	2016
文盲或半文盲	健康	普通劳动力	参	未脱贫	2015
小学及以上	瘫痪	丧失劳动力	未参	已脱贫	2019
小学及以上	慢性病	丧失劳动力	未参	未脱贫	2020
小学及以上	瘫痪	普通劳动力	未参	未脱贫	2018
文盲或半文盲	健康	普通劳动力	参	未脱贫	2019
小学及以上	健康	无劳动力	参	已脱贫	2011
文盲或半文盲	瘫痪	普通劳动力	参	已脱贫	2010
文盲或半文盲	瘫痪	无劳动力	未参	未脱贫	2012
文盲或半文盲	慢性病	无劳动力	未参	未脱贫	2015
小学及以上	瘫痪	无劳动力	参	已脱贫	2010
小学及以上	残疾	丧失劳动力	参	已脱贫	2016
文盲或半文盲	瘫痪	丧失劳动力	未参	已脱贫	2013
小学及以上	慢性病	普通劳动力	未参	已脱贫	2017
文盲或半文盲	健康	丧失劳动力	参	未脱贫	2020
小学及以上	残疾	无劳动力	未参	未脱贫	2017
小学及以上	残疾	无劳动力	参	未脱贫	2012
小学及以上	慢性病	丧失劳动力	参	未脱贫	2010
文盲或半文盲	残疾	无劳动力	参	未脱贫	2011
文盲或半文盲	健康	普通劳动力	未参	未脱贫	2016
小学及以上	健康	丧失劳动力	参	未脱贫	2015
小学及以上	慢性病	普通劳动力	未参	未脱贫	2020
文盲或半文盲	慢性病	普通劳动力	参	已脱贫	2020
